Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Latitude,Longitude,point
2019/04/29 06:00:00 PM,2019/04/29,18:00,2019,Monday,2019/04/30 09:52:00 AM,79633906224,796339,196085075,,II,Coplogic Initial,true,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,01ST ST \ LANSING ST,24499000,Southern,Financial District/South Beach,6,37.786472337124636,-122.39344473448949,"(37.786472337124636, -122.39344473448949)"
2019/04/05 07:00:00 PM,2019/04/05,19:00,2019,Friday,2019/04/06 05:31:00 PM,78768105152,787681,190244382,190961212,II,Initial,,05152,Burglary,Burglary - Other,"Burglary, Non-residential, Att. Forcible",Open or Active,19TH ST \ YORK ST,24009000,Mission,Mission,10,37.76054303642856,-122.40903282657423,"(37.76054303642856, -122.40903282657423)"
2019/03/21 02:45:00 PM,2019/03/21,14:45,2019,Thursday,2019/03/21 04:32:00 PM,78224606244,782246,196057018,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,EL CAMINO DEL MAR \ 32ND AVE,28036000,Richmond,Seacliff,2,37.78657965398438,-122.49311487043035,"(37.78657965398438, -122.49311487043035)"
2019/04/06 03:50:00 PM,2019/04/06,15:50,2019,Saturday,2019/04/25 12:13:00 PM,79437415041,794374,190294490,191151776,II,Initial,,15041,Offences Against The Family And Children,Family Offenses,Elder Adult or Dependent Abuse (not Embezzlement or Theft),Open or Active,NATOMA ST \ 06TH ST,24282000,Southern,South of Market,6,37.78016202513452,-122.40769141596378,"(37.78016202513452, -122.40769141596378)"
2019/03/29 07:00:00 PM,2019/03/29,19:00,2019,Friday,2019/03/29 09:23:00 PM,78485006244,784850,190223411,190883886,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,LEAVENWORTH ST \ LOMBARD ST,25530000,Central,Russian Hill,2,37.80220130787601,-122.41796623042116,"(37.80220130787601, -122.41796623042116)"
2019/03/17 02:00:00 PM,2019/03/17,14:00,2019,Sunday,2019/03/17 07:40:00 PM,78075006224,780750,196054070,,II,Coplogic Initial,true,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,STEINER ST \ DUBOCE AVE,25987000,Park,Haight Ashbury,8,37.76930716079065,-122.43157038183614,"(37.76930716079065, -122.43157038183614)"
2019/05/01 08:54:00 AM,2019/05/01,08:54,2019,Wednesday,2019/05/01 08:54:00 AM,79652405071,796524,190266712,191210998,IS,Initial Supplement,,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Cite or Arrest Adult,BERNICE RODGERS WAY \ MARTIN LUTHER KING JR DR,27870000,Richmond,Golden Gate Park,1,37.76552587338226,-122.50411688933777,"(37.76552587338226, -122.50411688933777)"
2019/03/17 09:00:00 AM,2019/03/17,09:00,2019,Sunday,2019/03/17 06:21:00 PM,78355206244,783552,196060328,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,17TH ST \ HOFF ST,24176000,Mission,Mission,9,37.76337555115752,-122.42043281853437,"(37.76337555115752, -122.42043281853437)"
2019/04/27 12:00:00 AM,2019/04/27,00:00,2019,Saturday,2019/04/30 11:33:00 PM,79669106244,796691,196085746,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BADEN ST \ SAN JOSE AVE,33377000,Ingleside,Outer Mission,11,37.72958897041611,-122.4389831956827,"(37.72958897041611, -122.4389831956827)"
2019/05/01 04:23:00 AM,2019/05/01,04:23,2019,Wednesday,2019/05/01 04:27:00 AM,79624405083,796244,190308831,191210337,II,Initial,,05083,Burglary,Burglary - Hot Prowl,"Burglary, Hot Prowl, Unlawful Entry",Cite or Arrest Adult,SOUTH VAN NESS AVE \ 22ND ST,24081000,Mission,Mission,9,37.7555682772331,-122.41656664194113,"(37.7555682772331, -122.41656664194113)"
2019/03/18 11:58:00 PM,2019/03/18,23:58,2019,Monday,2019/03/19 12:02:00 AM,78108715040,781087,190195484,190774299,II,Initial,,15040,Offences Against The Family And Children,Family Offenses,"Spouse, Cohabitee, Parent of Child in Common, Inflict Injury",Cite or Arrest Adult,FOLSOM ST \ DORE ST,24234000,Southern,South of Market,6,37.77328477975284,-122.41222500728585,"(37.77328477975284, -122.41222500728585)"
2019/03/21 09:01:00 PM,2019/03/21,21:01,2019,Thursday,2019/03/22 10:00:00 PM,78291806244,782918,196058141,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,STEUART ST \ MISSION ST,24552000,Central,Financial District/South Beach,3,37.79323049132005,-122.3931813328012,"(37.79323049132005, -122.3931813328012)"
2019/04/26 04:00:00 PM,2019/04/26,16:00,2019,Friday,2019/04/30 03:52:00 PM,79626006224,796260,196085564,,II,Coplogic Initial,true,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,FILLMORE ST \ BUSH ST,26608000,Northern,Pacific Heights,5,37.78702066647638,-122.43345991736983,"(37.78702066647638, -122.43345991736983)"
2019/04/21 04:45:00 PM,2019/04/21,16:45,2019,Sunday,2019/04/21 06:25:00 PM,79288206224,792882,190284178,191113018,II,Initial,,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,GEARY BLVD \ COLLINS ST,26908000,Richmond,Lone Mountain/USF,1,37.782116602343244,-122.45009230346619,"(37.782116602343244, -122.45009230346619)"
2019/04/07 10:15:00 AM,2019/04/07,10:15,2019,Sunday,2019/04/08 01:36:00 PM,78847406244,788474,196068902,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,GEARY BLVD \ CLEARY CT,26496000,Northern,Western Addition,5,37.78506173708372,-122.42643012778156,"(37.78506173708372, -122.42643012778156)"
2019/05/04 03:15:00 PM,2019/05/04,15:15,2019,Saturday,2019/05/05 12:02:00 AM,80320706244,803207,196098272,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,ECKER ST \ CLEMENTINA ST,24525000,Southern,Financial District/South Beach,6,37.78709954244846,-122.39579264200438,"(37.78709954244846, -122.39579264200438)"
2019/05/06 04:30:00 PM,2019/05/06,16:30,2019,Monday,2019/05/07 03:51:00 PM,79858805043,798588,190327778,191272553,II,Initial,,05043,Burglary,Burglary - Residential,"Burglary, Residence, Unlawful Entry",Open or Active,VALLEJO ST \ BRODERICK ST,26877000,Northern,Pacific Heights,2,37.794172876790796,-122.44338420017364,"(37.794172876790796, -122.44338420017364)"
2019/03/16 06:00:00 PM,2019/03/16,18:00,2019,Saturday,2019/03/17 01:58:00 PM,78076506224,780765,196054042,,II,Coplogic Initial,true,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,TERRA VISTA AVE \ ANZAVISTA AVE,26389000,Park,Lone Mountain/USF,2,37.78088135897374,-122.44550871399017,"(37.78088135897374, -122.44550871399017)"
2019/03/21 01:00:00 PM,2019/03/21,13:00,2019,Thursday,2019/03/21 06:17:00 PM,78213706244,782137,180944809,190803326,IS,Initial Supplement,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,PAGE ST \ COLE ST,26418000,Park,Haight Ashbury,5,37.770519317566674,-122.45040750689292,"(37.770519317566674, -122.45040750689292)"
2019/04/22 04:30:00 PM,2019/04/22,16:30,2019,Monday,2019/04/23 11:38:00 AM,79348305143,793483,190288788,191131105,II,Initial,,05143,Burglary,Burglary - Residential,"Burglary, Residence Under Constr, Unlawful Entry",Open or Active,VICENTE ST \ 15TH AVE,22953000,Taraval,West of Twin Peaks,7,37.739515148271785,-122.47109427284008,"(37.739515148271785, -122.47109427284008)"
2019/04/13 05:00:00 AM,2019/04/13,05:00,2019,Saturday,2019/04/13 07:56:00 AM,79000805011,790008,190262287,191030809,II,Initial,,05011,Burglary,Burglary - Residential,"Burglary, Apartment House, Forcible Entry",Open or Active,OCTAVIA ST \ CALIFORNIA ST,26529000,Northern,Pacific Heights,5,37.78974285892295,-122.42726040800972,"(37.78974285892295, -122.42726040800972)"
2019/04/30 03:00:00 AM,2019/04/30,03:00,2019,Tuesday,2019/04/30 01:30:00 PM,79633506244,796335,196085586,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,,,Northern,,,,,
2019/04/28 08:00:00 PM,2019/04/28,20:00,2019,Sunday,2019/04/29 04:21:00 PM,79592006244,795920,196084782,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BUSH ST \ BUCHANAN ST,26531000,Northern,Pacific Heights,5,37.787440824364865,-122.43016838316078,"(37.787440824364865, -122.43016838316078)"
2019/03/21 03:00:00 PM,2019/03/21,15:00,2019,Thursday,2019/03/21 04:23:00 PM,78263106244,782631,196057591,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FILLMORE ST \ CALIFORNIA ST,26611000,Northern,Pacific Heights,2,37.7889062829483,-122.43383965518827,"(37.7889062829483, -122.43383965518827)"
2019/03/31 09:00:00 PM,2019/03/31,21:00,2019,Sunday,2019/04/08 11:13:00 AM,79399006244,793990,196071466,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,MAIN ST \ MARKET ST,30728000,Central,Financial District/South Beach,3,37.79309708139333,-122.39650448774395,"(37.79309708139333, -122.39650448774395)"
2019/04/22 02:00:00 PM,2019/04/22,14:00,2019,Monday,2019/04/22 07:45:00 PM,79465206244,794652,196081910,,IS,Coplogic Supplement,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,05TH ST \ CLEMENTINA ST,23939000,Southern,South of Market,6,37.780699048573226,-122.40392088280285,"(37.780699048573226, -122.40392088280285)"
2019/05/07 10:45:00 AM,2019/05/07,10:45,2019,Tuesday,2019/05/07 11:25:00 PM,79908606224,799086,196090375,,II,Coplogic Initial,true,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,BEACH ST \ BAKER ST,27018000,Northern,Marina,2,37.80328399631487,-122.44691011930168,"(37.80328399631487, -122.44691011930168)"
2019/03/20 07:40:00 PM,2019/03/20,19:40,2019,Wednesday,2019/03/20 11:31:00 PM,78228506224,782285,196056565,,II,Coplogic Initial,true,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,HAYES ST \ GOUGH ST,25918000,Northern,Hayes Valley,5,37.77688352592902,-122.42297815011955,"(37.77688352592902, -122.42297815011955)"
2019/03/25 07:30:00 AM,2019/03/25,07:30,2019,Monday,2019/03/25 10:22:00 PM,79207406244,792074,196077339,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,HAIGHT ST \ SHRADER ST,26430000,Park,Haight Ashbury,5,37.769378662723035,-122.4518657283479,"(37.769378662723035, -122.4518657283479)"
2019/04/03 03:00:00 PM,2019/04/03,15:00,2019,Wednesday,2019/04/03 03:00:00 PM,78646106243,786461,190190519,190754008,IS,Initial Supplement,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,04TH ST \ MISSION ROCK ST,34169000,Southern,Mission Bay,6,37.77283099431839,-122.39137353346597,"(37.77283099431839, -122.39137353346597)"
2019/04/30 10:00:00 PM,2019/04/30,22:00,2019,Tuesday,2019/05/01 07:21:00 AM,79636005151,796360,190308994,191210629,II,Initial,,05151,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",Open or Active,PINE ST \ DIVISADERO ST,26643000,Northern,Pacific Heights,2,37.78711245591735,-122.44024995765258,"(37.78711245591735, -122.44024995765258)"
2019/05/01 03:00:00 PM,2019/05/01,15:00,2019,Wednesday,2019/05/01 05:18:00 PM,79652206244,796522,190310723,191213029,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,20TH AVE \ WINSTON DR,33719000,Taraval,Lakeshore,7,37.72694991292525,-122.47603947349434,"(37.72694991292525, -122.47603947349434)"
2019/04/15 01:30:00 PM,2019/04/15,13:30,2019,Monday,2019/04/15 03:01:00 PM,79125206244,791252,196075468,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,SUTTER ST \ GOUGH ST,26502000,Northern,Western Addition,2,37.78713043316287,-122.4250469538071,"(37.78713043316287, -122.4250469538071)"
2019/03/24 06:30:00 PM,2019/03/24,18:30,2019,Sunday,2019/03/25 10:48:00 AM,78333305151,783333,190211416,190841425,II,Initial,,05151,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",Open or Active,GRANT AVE \ POST ST,24660000,Central,Financial District/South Beach,3,37.78869399111178,-122.40522117345618,"(37.78869399111178, -122.40522117345618)"
2019/03/19 05:58:00 PM,2019/03/19,17:58,2019,Tuesday,2019/03/21 01:53:00 PM,78258906244,782589,196057745,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,STOCKTON ST \ POST ST,24908000,Central,Financial District/South Beach,3,37.788499477941336,-122.4067711451779,"(37.788499477941336, -122.4067711451779)"
2019/04/29 07:20:00 PM,2019/04/29,19:20,2019,Monday,2019/04/29 07:25:00 PM,79581106244,795811,190305627,191193731,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,HAIGHT ST \ MASONIC AVE,26342000,Park,Haight Ashbury,5,37.77021017395845,-122.44534499148274,"(37.77021017395845, -122.44534499148274)"
2019/04/26 10:45:00 AM,2019/04/26,10:45,2019,Friday,2019/04/26 09:59:00 PM,79493506244,794935,196082479,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,BEACH ST \ BAKER ST,27018000,Northern,Marina,2,37.80328399631487,-122.44691011930168,"(37.80328399631487, -122.44691011930168)"
2019/04/25 06:45:00 PM,2019/04/25,18:45,2019,Thursday,2019/04/28 08:34:00 PM,79732006224,797320,196086716,,II,Coplogic Initial,true,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,,,Richmond,,,,,
2019/04/21 09:15:00 PM,2019/04/21,21:15,2019,Sunday,2019/04/22 11:11:00 AM,79313006242,793130,190285546,191121573,II,Initial,,06242,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $50-$200",Open or Active,TURK ST \ POLK ST,25175000,Northern,Tenderloin,6,37.782169269140326,-122.4189932746152,"(37.782169269140326, -122.4189932746152)"
2019/03/18 08:30:00 PM,2019/03/18,20:30,2019,Monday,2019/03/20 04:51:00 PM,78178205153,781782,190200055,190792865,II,Initial,,05153,Burglary,Burglary - Other,"Burglary, Non-residential, Unlawful Entry",Open or Active,26TH ST \ MINNESOTA ST,23539000,Bayview,Bayview Hunters Point,10,37.75144609910499,-122.38960018652791,"(37.75144609910499, -122.38960018652791)"
2019/04/11 06:00:00 AM,2019/04/11,06:00,2019,Thursday,2019/04/11 01:32:00 PM,78955006244,789550,196072630,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,POLK ST \ AUSTIN ST \ FRANK NORRIS ST,25211000,Northern,Nob Hill,3,37.789165093007924,-122.4204012466872,"(37.789165093007924, -122.4204012466872)"
2019/04/27 09:05:00 PM,2019/04/27,21:05,2019,Saturday,2019/04/27 09:05:00 PM,79515606243,795156,190300752,191173712,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,GALILEE LN \ CLEARY CT \ LAGUNA ST,26513000,Northern,Western Addition,5,37.78392473449428,-122.42777887211062,"(37.78392473449428, -122.42777887211062)"
2019/04/16 07:30:00 PM,2019/04/16,19:30,2019,Tuesday,2019/04/17 06:20:00 AM,79128406244,791284,190272402,191070444,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,POST ST \ BUCHANAN ST,26522000,Northern,Japantown,5,37.78556384617361,-122.42978259351794,"(37.78556384617361, -122.42978259351794)"
2019/05/05 01:00:00 AM,2019/05/05,01:00,2019,Sunday,2019/05/05 10:23:00 AM,79766806242,797668,190321190,191251207,II,Initial,,06242,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $50-$200",Open or Active,HOWARD ST \ 07TH ST,24265000,Southern,South of Market,6,37.777977086075,-122.40938700711665,"(37.777977086075, -122.40938700711665)"
2019/04/10 08:30:00 AM,2019/04/10,08:30,2019,Wednesday,2019/04/10 10:56:00 AM,79393806224,793938,196071814,,II,Coplogic Initial,true,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,GOUGH ST \ PINE ST,26507000,Northern,Pacific Heights,5,37.78899469838761,-122.42542298086832,"(37.78899469838761, -122.42542298086832)"
2019/04/23 08:30:00 PM,2019/04/23,20:30,2019,Tuesday,2019/04/25 05:10:00 PM,79447306244,794473,190295589,191153712,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,TURK ST \ MARKET ST \ MASON ST,24898000,Tenderloin,South of Market,6,37.78328785199654,-122.40895216005933,"(37.78328785199654, -122.40895216005933)"
2019/04/05 10:00:00 PM,2019/04/05,22:00,2019,Friday,2019/04/06 02:25:00 AM,78923406244,789234,196070963,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,,,Mission,,,,,
2019/04/18 10:30:00 AM,2019/04/18,10:30,2019,Thursday,2019/04/18 02:44:00 PM,79188006243,791880,190276517,191082438,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,FRANKLIN ST \ LARCH ST,25187000,Northern,Western Addition,5,37.782219236755296,-122.42236949505478,"(37.782219236755296, -122.42236949505478)"
2019/04/18 07:00:00 PM,2019/04/18,19:00,2019,Thursday,2019/04/21 04:58:00 PM,79303406244,793034,196079959,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,02ND ST \ BRANNAN ST,23803000,Southern,Financial District/South Beach,6,37.78184616921501,-122.3920774505126,"(37.78184616921501, -122.3920774505126)"
2019/04/27 08:27:00 PM,2019/04/27,20:27,2019,Saturday,2019/04/28 09:36:00 AM,79560106244,795601,196083966,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,SPRING ST \ SACRAMENTO ST,24732000,Central,Chinatown,3,37.793646308237236,-122.4040161149329,"(37.793646308237236, -122.4040161149329)"
2019/04/07 07:30:00 PM,2019/04/07,19:30,2019,Sunday,2019/04/18 12:09:00 PM,79184106244,791841,190275995,191081788,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,THE EMBARCADERO \ HOWARD ST,24546000,Mission,Financial District/South Beach,6,37.792436047188296,-122.39109612051386,"(37.792436047188296, -122.39109612051386)"
2019/03/29 03:00:00 PM,2019/03/29,15:00,2019,Friday,2019/03/29 06:00:00 PM,78482215051,784822,190223035,190883171,II,Initial,,15051,Offences Against The Family And Children,Family Offenses,"Children, Abandonment & Neglect of (general)",Open or Active,WILLIAMS AVE \ NEPTUNE ST,20537000,Bayview,Bayview Hunters Point,10,37.72990988256753,-122.39717687851248,"(37.72990988256753, -122.39717687851248)"
2019/04/06 08:00:00 PM,2019/04/06,20:00,2019,Saturday,2019/04/06 11:16:00 PM,78769706244,787697,190245073,190964103,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FLORIDA ST \ 18TH ST,24031000,Mission,Mission,9,37.76170087788151,-122.41109020188723,"(37.76170087788151, -122.41109020188723)"
2019/04/20 04:00:00 PM,2019/04/20,16:00,2019,Saturday,2019/05/26 02:02:00 PM,80543606244,805436,196102005,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,,,Northern,,,,,
2019/03/27 06:00:00 PM,2019/03/27,18:00,2019,Wednesday,2019/03/28 12:09:00 PM,79397906244,793979,196070480,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,27TH ST \ DOUGLASS ST,22044000,Mission,Noe Valley,8,37.746231337454304,-122.43801133564698,"(37.746231337454304, -122.43801133564698)"
2019/03/30 07:30:00 PM,2019/03/30,19:30,2019,Saturday,2019/03/30 10:20:00 PM,78518306244,785183,190226039,190893690,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,STEVENSON ST \ CLINTON PARK,24400000,Mission,Mission,9,37.769338797436966,-122.42147017947352,"(37.769338797436966, -122.42147017947352)"
2019/03/19 07:00:00 AM,2019/03/19,07:00,2019,Tuesday,2019/03/27 05:39:00 PM,78416306242,784163,190217696,190863098,II,Initial,,06242,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $50-$200",Open or Active,BUSH ST \ MASON ST,24949000,Central,Nob Hill,3,37.78995142325706,-122.41043324691944,"(37.78995142325706, -122.41043324691944)"
2019/04/08 09:00:00 PM,2019/04/08,21:00,2019,Monday,2019/04/13 11:31:00 AM,79017405011,790174,190263655,191031472,II,Initial,,05011,Burglary,Burglary - Residential,"Burglary, Apartment House, Forcible Entry",Open or Active,POLK ST \ SACRAMENTO ST,25301000,Northern,Nob Hill,3,37.79149585408994,-122.42087318515297,"(37.79149585408994, -122.42087318515297)"
2019/05/04 06:30:00 PM,2019/05/04,18:30,2019,Saturday,2019/05/07 07:44:00 AM,79870006244,798700,196090240,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,,,Mission,,,,,
2019/04/12 12:01:00 AM,2019/04/12,00:01,2019,Friday,2019/04/13 01:51:00 PM,79050806244,790508,196074056,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,MIDWAY ST \ FRANCISCO ST,25408000,Central,North Beach,3,37.805204705311134,-122.40929919188042,"(37.805204705311134, -122.40929919188042)"
2019/03/16 05:45:00 PM,2019/03/16,17:45,2019,Saturday,2019/03/16 09:05:00 PM,78044706244,780447,196053185,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FULTON ST \ BRODERICK ST,26061000,Park,Western Addition,5,37.77664400638942,-122.43984423759116,"(37.77664400638942, -122.43984423759116)"
2019/04/26 10:00:00 AM,2019/04/26,10:00,2019,Friday,2019/04/29 12:38:00 PM,79588806224,795888,196084594,,II,Coplogic Initial,true,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,03RD ST \ 25TH ST,23541000,Bayview,Bayview Hunters Point,10,37.7528356110411,-122.38775628177875,"(37.7528356110411, -122.38775628177875)"
2019/03/30 05:45:00 AM,2019/03/30,05:45,2019,Saturday,2019/03/30 07:30:00 AM,78500705082,785007,190223994,190890511,II,Initial,,05082,Burglary,Burglary - Hot Prowl,"Burglary, Hot Prowl, Att. Forcible Entry",Open or Active,VAN NESS AVE \ BROADWAY,26547000,Northern,Russian Hill,2,37.79573710834212,-122.42341305643612,"(37.79573710834212, -122.42341305643612)"
2019/03/31 07:00:00 PM,2019/03/31,19:00,2019,Sunday,2019/04/29 01:15:00 PM,79570405071,795704,190304607,191192064,II,Initial,,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,MARKET ST \ POWELL ST,34016000,Tenderloin,Financial District/South Beach,3,37.784560141211806,-122.40733704162238,"(37.784560141211806, -122.40733704162238)"
2019/03/22 05:12:00 PM,2019/03/22,17:12,2019,Friday,2019/03/23 02:03:00 PM,78276305071,782763,190207368,190821916,II,Initial,,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,HARDIE PL \ KEARNY ST,24723000,Central,Financial District/South Beach,3,37.79028602531556,-122.40393437803117,"(37.79028602531556, -122.40393437803117)"
2019/04/12 05:06:00 AM,2019/04/12,05:06,2019,Friday,2019/04/12 05:06:00 AM,78960105151,789601,190259347,191020350,II,Initial,,05151,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",Open or Active,MARY ST \ HOWARD ST,23947000,Southern,South of Market,6,37.780878373077506,-122.40571874050352,"(37.780878373077506, -122.40571874050352)"
2019/03/26 09:00:00 AM,2019/03/26,09:00,2019,Tuesday,2019/03/26 01:51:00 PM,78375306112,783753,190214636,190851281,II,Initial,,06112,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, $50-$200",Open or Active,SPEAR ST \ HOWARD ST,24547000,Southern,Financial District/South Beach,6,37.791310970148544,-122.39252462341119,"(37.791310970148544, -122.39252462341119)"
2019/05/07 06:01:00 PM,2019/05/07,18:01,2019,Tuesday,2019/05/08 04:35:00 AM,79865205071,798652,190328970,191280330,II,Initial,,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,MINNA ST \ 10TH ST,24413000,Southern,South of Market,6,37.77484408415591,-122.41537161014031,"(37.77484408415591, -122.41537161014031)"
2019/04/11 09:00:00 PM,2019/04/11,21:00,2019,Thursday,2019/04/12 08:41:00 AM,78996206244,789962,196072890,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FRANKLIN ST \ LINDEN ST,24458000,Northern,Hayes Valley,5,37.77662574731759,-122.42123544089061,"(37.77662574731759, -122.42123544089061)"
2019/04/05 07:11:00 PM,2019/04/05,19:11,2019,Friday,2019/04/06 12:33:00 AM,78737706242,787377,190242706,190960094,II,Initial,,06242,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $50-$200",Open or Active,CESAR CHAVEZ ST \ MICHIGAN ST,23528000,Bayview,Bayview Hunters Point,10,37.750382774761725,-122.3856160079015,"(37.750382774761725, -122.3856160079015)"
2019/04/25 04:30:00 AM,2019/04/25,04:30,2019,Thursday,2019/05/02 11:29:00 PM,79761606224,797616,196087429,,II,Coplogic Initial,true,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,26TH AVE \ KIRKHAM ST,27425000,Taraval,Sunset/Parkside,4,37.75950120100558,-122.48436517284561,"(37.75950120100558, -122.48436517284561)"
