Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Latitude,Longitude,point
2020/04/15 03:15:00 AM,2020/04/15,03:15,2020,Wednesday,2020/04/17 10:30:00 AM,92033905071,920339,200241771,201062140,IS,Initial Supplement,,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Cite or Arrest Adult,FOLSOM ST \ 15TH ST,24335000,Mission,Mission,9,37.76693705518631,-122.41546212875728,"(37.76693705518631, -122.41546212875728)"
2020/04/15 03:35:00 AM,2020/04/15,03:35,2020,Wednesday,2020/04/17 09:29:00 AM,92032205072,920322,200244565,201080861,II,Initial,,05072,Burglary,Burglary - Other,"Burglary, Other Bldg., Att. Forcible Entry",Open or Active,IRVING ST \ 11TH AVE,27170000,Taraval,Inner Sunset,5,37.7639429851715,-122.46845112003867,"(37.7639429851715, -122.46845112003867)"
2020/04/15 06:00:00 PM,2020/04/15,18:00,2020,Wednesday,2020/04/17 09:34:00 AM,92032306243,920323,200244571,201080880,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,ROCKAWAY AVE \ ROCKWOOD CT,22843000,Taraval,West of Twin Peaks,7,37.74337043047514,-122.45696290636779,"(37.74337043047514, -122.45696290636779)"
2020/04/15 12:00:00 AM,2020/04/15,00:00,2020,Wednesday,2020/04/15 09:42:00 AM,92029106244,920291,206067905,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,EUCLID AVE \ PALM AVE,27228000,Richmond,Presidio Heights,2,37.78387431054031,-122.45792281953311,"(37.78387431054031, -122.45792281953311)"
2020/04/14 08:00:00 PM,2020/04/14,20:00,2020,Tuesday,2020/04/15 02:40:00 PM,92024406244,920244,206067303,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,,,Northern,,,,,
2020/04/13 12:00:00 AM,2020/04/13,00:00,2020,Monday,2020/04/13 09:45:00 AM,92022705073,920227,206067109,,II,Coplogic Initial,true,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,FRANKLIN ST \ FULTON ST,24472000,Northern,Hayes Valley,5,37.778956863808695,-122.42170930842168,"(37.778956863808695, -122.42170930842168)"
2020/04/17 04:00:00 AM,2020/04/17,04:00,2020,Friday,2020/04/17 08:52:00 AM,92031705042,920317,200244452,201080412,II,Initial,,05042,Burglary,Burglary - Residential,"Burglary, Residence, Att. Forcible Entry",Open or Active,VERMONT ST \ MARIPOSA ST,23777000,Bayview,Potrero Hill,10,37.76338175371858,-122.40437172737255,"(37.76338175371858, -122.40437172737255)"
2020/04/13 01:00:00 PM,2020/04/13,13:00,2020,Monday,2020/04/15 05:53:00 AM,92022206244,920222,206067870,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,,,Richmond,,,,,
2020/04/12 12:11:00 AM,2020/04/12,00:11,2020,Sunday,2020/04/14 10:34:00 PM,92025906224,920259,206067212,,II,Coplogic Initial,true,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,VAN NESS AVE \ AUSTIN ST,30075000,Northern,Western Addition,2,37.788942623294176,-122.42214537963808,"(37.788942623294176, -122.42214537963808)"
2020/04/15 11:26:00 AM,2020/04/15,11:26,2020,Wednesday,2020/04/17 12:02:00 PM,92035905013,920359,200244894,201081221,II,Initial,,05013,Burglary,Burglary - Residential,"Burglary, Apartment House, Unlawful Entry",Open or Active,BAY ST \ LAGUNA ST,26754000,Northern,Marina,2,37.803266735759195,-122.43167937010037,"(37.803266735759195, -122.43167937010037)"
2020/03/27 05:00:00 PM,2020/03/27,17:00,2020,Friday,2020/04/14 09:45:00 PM,92027106244,920271,206067864,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,ARGUELLO BLVD \ JACKSON ST,27581000,Richmond,Presidio Heights,2,37.789300949023,-122.45945253802422,"(37.789300949023, -122.45945253802422)"
2020/04/15 09:00:00 AM,2020/04/15,09:00,2020,Wednesday,2020/04/15 10:36:00 AM,92023906224,920239,206067262,,II,Coplogic Initial,true,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,FRANKLIN ST \ PINE ST,25227000,Northern,Western Addition,2,37.789203138929935,-122.4237810816376,"(37.789203138929935, -122.4237810816376)"
2020/04/16 10:00:00 PM,2020/04/16,22:00,2020,Thursday,2020/04/16 11:32:00 PM,92039706243,920397,200244151,201073272,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,UNION ST \ BUCHANAN ST,26659000,Northern,Marina,2,37.797506948421855,-122.43220428969965,"(37.797506948421855, -122.43220428969965)"
2020/04/16 07:10:00 PM,2020/04/16,19:10,2020,Thursday,2020/04/17 07:38:00 AM,92030905073,920309,200244361,201080438,II,Initial,,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,TREASURY PL \ BUSH ST,24680000,Central,Financial District/South Beach,3,37.7911279922278,-122.40112990566737,"(37.7911279922278, -122.40112990566737)"
2020/04/17 01:06:00 AM,2020/04/17,01:06,2020,Friday,2020/04/17 01:06:00 AM,92020805051,920208,200244270,201080097,II,Initial,,05051,Burglary,Burglary - Commercial,"Burglary, Store, Forcible Entry",Open or Active,GEARY ST \ POWELL ST,24903000,Central,Financial District/South Beach,3,37.78735926098589,-122.40822672700406,"(37.78735926098589, -122.40822672700406)"
2020/04/14 12:00:00 PM,2020/04/14,12:00,2020,Tuesday,2020/04/16 09:02:00 AM,92028506244,920285,206067961,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,MASONIC AVE \ PINE ST \ PRESIDIO AVE,26844000,Richmond,Presidio Heights,2,37.786302297463955,-122.4466104660471,"(37.786302297463955, -122.4466104660471)"
2020/04/17 10:44:00 AM,2020/04/17,10:44,2020,Friday,2020/04/17 10:56:00 AM,92036515041,920365,200244844,201081128,II,Initial,,15041,Offences Against The Family And Children,Family Offenses,Elder Adult or Dependent Abuse (not Embezzlement or Theft),Cite or Arrest Adult,CABRILLO ST \ 43RD AVE,27882000,Richmond,Outer Richmond,1,37.77355432451514,-122.50360858654555,"(37.77355432451514, -122.50360858654555)"
2020/04/16 12:00:00 AM,2020/04/16,00:00,2020,Thursday,2020/04/16 09:01:00 PM,92022106244,920221,206067858,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,WEBSTER ST \ OAK ST,25900000,Northern,Hayes Valley,5,37.774181421508935,-122.42917834465946,"(37.774181421508935, -122.42917834465946)"
2020/04/08 01:00:00 AM,2020/04/08,01:00,2020,Wednesday,2020/04/09 07:35:00 PM,92026806224,920268,206067676,,II,Coplogic Initial,true,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,ANZA ST \ 10TH AVE,27295000,Richmond,Inner Richmond,1,37.77889736174353,-122.46842627913279,"(37.77889736174353, -122.46842627913279)"
2020/04/16 10:00:00 PM,2020/04/16,22:00,2020,Thursday,2020/04/17 10:34:00 AM,92037106244,920371,200244769,201080947,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,38TH AVE \ LINCOLN WAY,27790000,Taraval,Sunset/Parkside,4,37.76454466502701,-122.49761616744074,"(37.76454466502701, -122.49761616744074)"
2020/04/10 02:00:00 PM,2020/04/10,14:00,2020,Friday,2020/04/17 10:19:00 AM,92035205073,920352,200244690,201081047,VI,Vehicle Initial,,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,FOLSOM ST \ 15TH ST,24335000,Mission,Mission,9,37.76693705518631,-122.41546212875728,"(37.76693705518631, -122.41546212875728)"
2020/04/16 10:25:00 PM,2020/04/16,22:25,2020,Thursday,2020/04/16 10:30:00 PM,92019005051,920190,200244123,201073142,II,Initial,,05051,Burglary,Burglary - Commercial,"Burglary, Store, Forcible Entry",Cite or Arrest Adult,NORTH POINT ST \ POWELL ST,25480000,Central,North Beach,3,37.80675808244208,-122.4121414255319,"(37.80675808244208, -122.4121414255319)"
2020/04/16 09:00:00 PM,2020/04/16,21:00,2020,Thursday,2020/04/17 10:22:00 AM,92034605152,920346,200244703,201081057,II,Initial,,05152,Burglary,Burglary - Other,"Burglary, Non-residential, Att. Forcible",Open or Active,POLK ST \ AUSTIN ST \ FRANK NORRIS ST,25211000,Northern,Nob Hill,3,37.789165093007924,-122.4204012466872,"(37.789165093007924, -122.4204012466872)"
2020/04/14 06:20:00 AM,2020/04/14,06:20,2020,Tuesday,2020/04/15 06:57:00 AM,92026006244,920260,206067228,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,VAN NESS AVE \ REDWOOD ST,24469000,Northern,Tenderloin,6,37.780576217006235,-122.42025546027398,"(37.780576217006235, -122.42025546027398)"
2020/04/07 04:00:00 PM,2020/04/07,16:00,2020,Tuesday,2020/04/17 01:24:00 PM,92037505071,920375,200245052,201081643,II,Initial,,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,STANYAN ST \ BELGRAVE AVE,26288000,Park,Inner Sunset,5,37.759472364379434,-122.45155308825507,"(37.759472364379434, -122.45155308825507)"
2020/04/15 02:00:00 PM,2020/04/15,14:00,2020,Wednesday,2020/04/15 07:51:00 PM,92027706244,920277,206067353,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,ESMERALDA AVE \ PROSPECT AVE,21299000,Ingleside,Bernal Heights,9,37.743680676424304,-122.41855384073833,"(37.743680676424304, -122.41855384073833)"
2020/04/17 12:46:00 AM,2020/04/17,00:46,2020,Friday,2020/04/17 12:51:00 AM,92020205052,920202,200244242,201080074,II,Initial,,05052,Burglary,Burglary - Commercial,"Burglary, Store, Att. Forcible Entry",Cite or Arrest Adult,TEHAMA ST \ 05TH ST,23940000,Southern,South of Market,6,37.78107659598018,-122.40440368339146,"(37.78107659598018, -122.40440368339146)"
2020/04/08 04:00:00 PM,2020/04/08,16:00,2020,Wednesday,2020/04/17 10:10:00 AM,92035606244,920356,200232059,201011782,IS,Initial Supplement,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FONT BLVD \ CHUMASERO DR,33479000,Taraval,Lakeshore,7,37.71501138834774,-122.47299095912123,"(37.71501138834774, -122.47299095912123)"
2020/04/10 09:00:00 AM,2020/04/10,09:00,2020,Friday,2020/04/12 09:38:00 AM,92022806224,920228,206067450,,II,Coplogic Initial,true,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,07TH ST \ KING ST,23853000,Southern,Mission Bay,10,37.77113778727857,-122.40080427775587,"(37.77113778727857, -122.40080427775587)"
2020/04/14 12:00:00 AM,2020/04/14,00:00,2020,Tuesday,2020/04/15 10:23:00 AM,92028706244,920287,206067256,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FILLMORE ST \ MOULTON ST,26750000,Northern,Marina,2,37.799419240998844,-122.43596078617807,"(37.799419240998844, -122.43596078617807)"
2020/04/13 10:45:00 PM,2020/04/13,22:45,2020,Monday,2020/04/14 09:32:00 AM,92023106244,920231,206067529,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,HOWARD ST \ 11TH ST,24353000,Southern,Mission,6,37.77310058698727,-122.41556139099544,"(37.77310058698727, -122.41556139099544)"
2020/04/12 03:01:00 AM,2020/04/12,03:01,2020,Sunday,2020/04/14 01:40:00 PM,92025505073,920255,206067165,,II,Coplogic Initial,true,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,HAYES ST \ GOUGH ST,25918000,Northern,Hayes Valley,5,37.77688352592902,-122.42297815011955,"(37.77688352592902, -122.42297815011955)"
2020/04/17 11:47:00 AM,2020/04/17,11:47,2020,Friday,2020/04/17 11:47:00 AM,92038705153,920387,200180408,201081316,IS,Initial Supplement,,05153,Burglary,Burglary - Other,"Burglary, Non-residential, Unlawful Entry",Cite or Arrest Adult,ELLIS ST \ POWELL ST,24894000,Central,Financial District/South Beach,3,37.785491559268934,-122.40785252141461,"(37.785491559268934, -122.40785252141461)"
2020/04/17 07:30:00 AM,2020/04/17,07:30,2020,Friday,2020/04/17 08:33:00 AM,92032506243,920325,200244515,201080677,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,16TH ST \ RHODE ISLAND ST,23773000,Southern,Mission Bay,10,37.76607460663705,-122.40268495805263,"(37.76607460663705, -122.40268495805263)"
2020/04/10 02:00:00 PM,2020/04/10,14:00,2020,Friday,2020/04/17 10:19:00 AM,92034005073,920340,200244690,201081047,II,Initial,,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,FOLSOM ST \ 15TH ST,24335000,Mission,Mission,9,37.76693705518631,-122.41546212875728,"(37.76693705518631, -122.41546212875728)"
2020/04/16 11:00:00 AM,2020/04/16,11:00,2020,Thursday,2020/04/17 08:48:00 AM,92032005073,920320,200244446,201080719,II,Initial,,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,21ST ST \ CHURCH ST,25663000,Mission,Castro/Upper Market,8,37.75649407297539,-122.42789160967223,"(37.75649407297539, -122.42789160967223)"
2020/04/14 09:15:00 PM,2020/04/14,21:15,2020,Tuesday,2020/04/14 09:26:00 PM,92022406244,920224,206067206,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,LAGUNA ST \ ROSE ST,25870000,Northern,Hayes Valley,5,37.773200389331286,-122.42560615759972,"(37.773200389331286, -122.42560615759972)"
2020/04/17 05:25:00 PM,2020/04/17,17:25,2020,Friday,2020/04/17 05:25:00 PM,92047305073,920473,200244753,201081051,IS,Initial Supplement,,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Cite or Arrest Adult,EDDY ST \ LEAVENWORTH ST,24935000,Tenderloin,Tenderloin,6,37.78372378203807,-122.41424157409635,"(37.78372378203807, -122.41424157409635)"
2020/04/17 01:27:00 PM,2020/04/17,13:27,2020,Friday,2020/04/17 01:41:00 PM,92041526030,920415,200245096,201081652,II,Initial,,26030,Arson,Arson,Arson,Open or Active,PARQUE DR \ CIELITO DR,20430000,Ingleside,Visitacion Valley,10,37.71028620218089,-122.42165162814439,"(37.71028620218089, -122.42165162814439)"
2020/04/17 06:00:00 PM,2020/04/17,18:00,2020,Friday,2020/04/17 06:07:00 PM,92043805082,920438,200245745,201082682,II,Initial,,05082,Burglary,Burglary - Hot Prowl,"Burglary, Hot Prowl, Att. Forcible Entry",Cite or Arrest Adult,HOLYOKE ST \ WOOLSEY ST,20861000,Bayview,Portola,9,37.72394098279539,-122.40754148641092,"(37.72394098279539, -122.40754148641092)"
2020/04/03 10:00:00 PM,2020/04/03,22:00,2020,Friday,2020/04/13 11:30:00 AM,92025205073,920252,206067115,,II,Coplogic Initial,true,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,PIXLEY ST \ WEBSTER ST,26745000,Northern,Marina,2,37.79869610241222,-122.43413018903654,"(37.79869610241222, -122.43413018903654)"
2020/04/17 02:30:00 AM,2020/04/17,02:30,2020,Friday,2020/04/17 07:05:00 PM,92044605083,920446,200245808,201082258,II,Initial,,05083,Burglary,Burglary - Hot Prowl,"Burglary, Hot Prowl, Unlawful Entry",Open or Active,TOPAZ WAY \ GOLD MINE DR,22001000,Ingleside,Glen Park,8,37.74066032348011,-122.43866078145746,"(37.74066032348011, -122.43866078145746)"
2020/04/15 09:00:00 PM,2020/04/15,21:00,2020,Wednesday,2020/04/16 08:55:00 PM,92024106244,920241,206067842,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,HAYES ST \ SCOTT ST,26052000,Northern,Hayes Valley,5,37.775205930166145,-122.43612896530242,"(37.775205930166145, -122.43612896530242)"
2020/04/09 07:45:00 PM,2020/04/09,19:45,2020,Thursday,2020/04/10 06:21:00 PM,92023505073,920235,206067074,,II,Coplogic Initial,true,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,GEARY ST \ POLK ST,25182000,Northern,Tenderloin,6,37.78589290013101,-122.41973873477666,"(37.78589290013101, -122.41973873477666)"
2020/04/13 11:45:00 AM,2020/04/13,11:45,2020,Monday,2020/04/16 04:00:00 PM,92028406244,920284,206067773,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,RETIRO WAY \ CASA WAY,26793000,Northern,Marina,2,37.80515884427554,-122.4381872179519,"(37.80515884427554, -122.4381872179519)"
2020/04/16 03:00:00 AM,2020/04/16,03:00,2020,Thursday,2020/04/16 11:54:00 AM,92025606244,920256,206067626,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,UNNAMED 088 \ CAMBON DR \ CASTELO AVE,23017000,Taraval,Lakeshore,7,37.71750748485157,-122.47438270575199,"(37.71750748485157, -122.47438270575199)"
2020/04/15 09:29:00 PM,2020/04/15,21:29,2020,Wednesday,2020/04/17 01:41:00 PM,92038805153,920388,200245165,201081566,II,Initial,,05153,Burglary,Burglary - Other,"Burglary, Non-residential, Unlawful Entry",Open or Active,04TH ST \ FOLSOM ST,23938000,Southern,South of Market,6,37.782024266168385,-122.40115971954746,"(37.782024266168385, -122.40115971954746)"
2020/04/13 04:50:00 AM,2020/04/13,04:50,2020,Monday,2020/04/13 02:23:00 PM,92027306244,920273,206067121,,II,Coplogic Initial,true,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,UNION ST \ BRODERICK ST,26879000,Northern,Marina,2,37.79603648259935,-122.44376132522953,"(37.79603648259935, -122.44376132522953)"
2020/04/17 12:00:00 PM,2020/04/17,12:00,2020,Friday,2020/04/18 11:07:00 AM,92056107051,920561,200246787,201091176,II,Initial,,07051,Motor Vehicle Theft,Motor Vehicle Theft (Attempted),"Vehicle, Stolen, Attempted",Open or Active,UNION ST \ BAKER ST,26890000,Northern,Marina,2,37.795826594646435,-122.44541045637413,"(37.795826594646435, -122.44541045637413)"
2020/04/17 03:34:00 PM,2020/04/17,15:34,2020,Friday,2020/04/18 06:00:00 PM,92058626030,920586,200245444,201091330,IS,Initial Supplement,,26030,Arson,Arson,Arson,Cite or Arrest Adult,JESSIE ST \ 06TH ST,24294000,Tenderloin,South of Market,6,37.781398133437946,-122.40924544400873,"(37.781398133437946, -122.40924544400873)"
2020/04/15 03:00:00 PM,2020/04/15,15:00,2020,Wednesday,2020/04/18 04:43:00 PM,92064506224,920645,200247111,201091787,II,Initial,,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,41ST AVE \ PACHECO ST,27752000,Taraval,Sunset/Parkside,4,37.74947243478667,-122.49978447254452,"(37.74947243478667, -122.49978447254452)"
2020/04/18 05:53:00 PM,2020/04/18,17:53,2020,Saturday,2020/04/18 05:53:00 PM,92063005061,920630,200247387,201092569,II,Initial,,05061,Burglary,Burglary - Commercial,"Burglary, Warehouse, Forcible Entry",Open or Active,MENDELL ST \ CARGO WAY,33105000,Bayview,Bayview Hunters Point,10,37.74388333564679,-122.38311822134833,"(37.74388333564679, -122.38311822134833)"
2020/03/16 12:00:00 AM,2020/03/16,00:00,2020,Monday,2020/04/18 03:30:00 PM,92056705051,920567,200247036,201092182,II,Initial,,05051,Burglary,Burglary - Commercial,"Burglary, Store, Forcible Entry",Open or Active,JACKSON ST \ COOPER ALY,24789000,Central,Chinatown,3,37.7961221731009,-122.40586265361247,"(37.7961221731009, -122.40586265361247)"
2020/04/18 09:36:00 AM,2020/04/18,09:36,2020,Saturday,2020/04/18 09:36:00 AM,92053306244,920533,200246436,201090920,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,GLADSTONE DR \ CAMBRIDGE ST,20999000,Ingleside,Portola,9,37.731463213900604,-122.42018514148505,"(37.731463213900604, -122.42018514148505)"
2020/04/17 05:30:00 PM,2020/04/17,17:30,2020,Friday,2020/04/18 12:44:00 PM,92057905151,920579,200246759,201091496,II,Initial,,05151,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",Open or Active,02ND ST \ BRANNAN ST,23803000,Southern,Financial District/South Beach,6,37.78184616921501,-122.3920774505126,"(37.78184616921501, -122.3920774505126)"
2020/04/18 07:37:00 AM,2020/04/18,07:37,2020,Saturday,2020/04/18 07:40:00 AM,92053406244,920534,200246301,201090578,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,MOULTRIE ST \ CRESCENT AVE,21186000,Ingleside,Bernal Heights,9,37.7348557150529,-122.41617187986607,"(37.7348557150529, -122.41617187986607)"
2020/04/17 03:00:00 PM,2020/04/17,15:00,2020,Friday,2020/04/18 11:18:00 AM,92054805041,920548,200246511,201090830,II,Initial,,05041,Burglary,Burglary - Residential,"Burglary, Residence, Forcible Entry",Open or Active,LINCOLN WAY \ 42ND AVE,27805000,Taraval,Sunset/Parkside,4,37.76436077180021,-122.5019007272568,"(37.76436077180021, -122.5019007272568)"
2020/04/17 11:00:00 PM,2020/04/17,23:00,2020,Friday,2020/04/18 07:39:00 AM,92052005081,920520,200246351,201090575,II,Initial,,05081,Burglary,Burglary - Hot Prowl,"Burglary, Hot Prowl, Forcible Entry",Open or Active,SHOTWELL ST \ MONTEZUMA ST,21285000,Ingleside,Bernal Heights,9,37.746044070290935,-122.41501656648384,"(37.746044070290935, -122.41501656648384)"
2020/04/17 09:27:00 PM,2020/04/17,21:27,2020,Friday,2020/04/17 09:40:00 PM,92048005052,920480,200245977,201083265,II,Initial,,05052,Burglary,Burglary - Commercial,"Burglary, Store, Att. Forcible Entry",Cite or Arrest Adult,TAYLOR ST \ BEACH ST,25591000,Central,North Beach,3,37.80727586975037,-122.41561643757444,"(37.80727586975037, -122.41561643757444)"
2020/04/17 01:30:00 PM,2020/04/17,13:30,2020,Friday,2020/04/18 07:05:00 PM,92061205151,920612,200247412,201092789,II,Initial,,05151,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",Open or Active,FRANKLIN ST \ FELL ST,24457000,Northern,Hayes Valley,5,37.77615876396203,-122.42114842518583,"(37.77615876396203, -122.42114842518583)"
2020/04/10 11:00:00 AM,2020/04/10,11:00,2020,Friday,2020/04/18 12:34:00 PM,92054405071,920544,200246668,201091238,II,Initial,,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,ORDWAY ST \ SAN BRUNO AVE,20562000,Ingleside,Portola,10,37.720408882369306,-122.40073581863834,"(37.720408882369306, -122.40073581863834)"
2020/04/18 03:41:00 AM,2020/04/18,03:41,2020,Saturday,2020/04/18 01:30:00 PM,92057405052,920574,200246793,201091504,II,Initial,,05052,Burglary,Burglary - Commercial,"Burglary, Store, Att. Forcible Entry",Open or Active,LEAVENWORTH ST \ SUTTER ST,25164000,Central,Nob Hill,3,37.78838792971966,-122.41518527060464,"(37.78838792971966, -122.41518527060464)"
2020/04/18 02:42:00 PM,2020/04/18,14:42,2020,Saturday,2020/04/18 02:44:00 PM,92057306223,920573,200246931,201091900,II,Initial,,06223,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, $200-$950",Open or Active,MISSION ST \ RANDALL ST,21836000,Ingleside,Bernal Heights,8,37.73988370405613,-122.42358024068247,"(37.73988370405613, -122.42358024068247)"
2020/04/18 03:54:00 AM,2020/04/18,03:54,2020,Saturday,2020/04/18 06:19:00 PM,92059205081,920592,200247337,201092583,II,Initial,,05081,Burglary,Burglary - Hot Prowl,"Burglary, Hot Prowl, Forcible Entry",Open or Active,ANZA ST \ 06TH AVE,27275000,Richmond,Inner Richmond,1,37.779090726308574,-122.46414497098554,"(37.779090726308574, -122.46414497098554)"
2020/04/17 03:34:00 PM,2020/04/17,15:34,2020,Friday,2020/04/17 03:34:00 PM,92043426030,920434,200245444,201082122,II,Initial,,26030,Arson,Arson,Arson,Cite or Arrest Adult,JESSIE ST \ 06TH ST,24294000,Tenderloin,South of Market,6,37.781398133437946,-122.40924544400873,"(37.781398133437946, -122.40924544400873)"
2020/04/14 08:00:00 PM,2020/04/14,20:00,2020,Tuesday,2020/04/18 11:48:00 AM,92053006240,920530,200246583,201091317,II,Initial,,06240,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, Att.",Open or Active,SUTTER ST \ WEBSTER ST,26600000,Northern,Japantown,5,37.786303961936724,-122.43155202553075,"(37.786303961936724, -122.43155202553075)"
2020/04/17 11:58:00 PM,2020/04/17,23:58,2020,Friday,2020/04/18 12:05:00 AM,92049605051,920496,200246044,201090003,II,Initial,,05051,Burglary,Burglary - Commercial,"Burglary, Store, Forcible Entry",Open or Active,04TH ST \ BLUXOME ST,23822000,Southern,South of Market,6,37.77769841953334,-122.39574395575234,"(37.77769841953334, -122.39574395575234)"
2020/04/18 12:00:00 PM,2020/04/18,12:00,2020,Saturday,2020/04/18 12:08:00 PM,92053905043,920539,200246624,201091375,II,Initial,,05043,Burglary,Burglary - Residential,"Burglary, Residence, Unlawful Entry",Open or Active,SILVER AVE \ BRUSSELS ST,20899000,Bayview,Portola,9,37.73184672658911,-122.40753897326007,"(37.73184672658911, -122.40753897326007)"
2020/03/31 11:00:00 AM,2020/03/31,11:00,2020,Tuesday,2020/04/18 05:13:00 PM,92057505013,920575,200247149,201092429,II,Initial,,05013,Burglary,Burglary - Residential,"Burglary, Apartment House, Unlawful Entry",Open or Active,EDDY ST \ GOUGH ST,26490000,Northern,Western Addition,5,37.782477050575544,-122.42410820197163,"(37.782477050575544, -122.42410820197163)"
2020/04/18 02:21:00 AM,2020/04/18,02:21,2020,Saturday,2020/04/18 02:21:00 AM,92049305011,920493,200246141,201090199,II,Initial,,05011,Burglary,Burglary - Residential,"Burglary, Apartment House, Forcible Entry",Cite or Arrest Adult,25TH ST \ GUERRERO ST,25602000,Mission,Mission,8,37.750372239652755,-122.42272561201122,"(37.750372239652755, -122.42272561201122)"
2020/04/11 03:35:00 AM,2020/04/11,03:35,2020,Saturday,2020/04/18 01:07:00 PM,92058705051,920587,200233223,201090765,IS,Initial Supplement,,05051,Burglary,Burglary - Commercial,"Burglary, Store, Forcible Entry",Open or Active,MASON ST \ WATER ST,25472000,Central,North Beach,3,37.80440729201466,-122.41335886309902,"(37.80440729201466, -122.41335886309902)"
